pokopia_dex,category,pokopia_no,national_dex,name,species,form,serebii_name,type1,type2,area,habitats,habitat_areas,habitat_rarity,habitat_time,habitat_weather,nl_habitat_requirements,nl_time,nl_weather,specialties,ideal_habitat,favorites,underwater,classification,how_obtained,source_url
Main #199,Main,199,927,Dachsbun,Dachsbun,,Dachsbun,Fairy,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Graceful flower bed | Best bread bakery,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island | Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Rare | Rare,Morning/Day/Evening | Morning/Day/Evening,Sun/Cloud/Rain | Sun/Cloud/Rain,"Pointy Tree-shaded Rocky Tall Grass - Pointy Tree x1, Red Tall Grass x4, Large Boulder x1 | Graceful Flower Bed - Mountain Flowers x4","Morning, Daytime, Evening",All weather,"Search, Trade",Warm,"Cute stuff, Watching stuff, Group Activities, Lots of fire, Looks like food, Sour flavors",No,Dog Pokémon,Befriend by building habitat: Graceful flower bed (Rare); Best bread bakery (Rare). Restrictions: Graceful flower bed [time: Morning/Day/Evening]; Best bread bakery [time: Morning/Day/Evening],https://www.serebii.net/pokemonpokopia/pokedex/dachsbun.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #200,Main,200,935,Charcadet,Charcadet,,Charcadet,Fire,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Piping-hot lava,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Common,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Best Bread Bakery - Bread Oven x1, Counter x2, Plated Food x1",All day,All weather,Burn,Warm,"Lots of fire, Stone stuff, Strange stuff, Exercise, Luxury, Sweet flavors",No,Fire Child Pokémon,Befriend by building habitat: Piping-hot lava (Common),https://www.serebii.net/pokemonpokopia/pokedex/charcadet.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #201,Main,201,936,Armarouge,Armarouge,,Armarouge,Fire,Psychic,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Auspicious knight's shrine,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Rare,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Auspicious Knight's Shrine - Pedestal / Exhibition Stand x1, Auspicious Armor x1, Stepping Stones x2, Firepit x2",All day,All weather,"Burn, Trade",Warm,"Lots of fire, Stone stuff, Strange stuff, Exercise, Luxury, Spicy flavors",No,Fire Warrior Pokémon,Befriend by building habitat: Auspicious knight's shrine (Rare),https://www.serebii.net/pokemonpokopia/pokedex/armarouge.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #202,Main,202,937,Ceruledge,Ceruledge,,Ceruledge,Fire,Ghost,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Malicious knight's shrine,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Common,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Malicious Knight's Shrine - Pedestal / Exhibition Stand x1, Malicious Armor x1, Stepping Stones x2, Firepit x2",All day,All weather,"Burn, Trade",Warm,"Lots of fire, Stone stuff, Spooky stuff, Strange stuff, Luxury, Bitter flavors",No,Fire Blades Pokémon,Befriend by building habitat: Malicious knight's shrine (Common),https://www.serebii.net/pokemonpokopia/pokedex/ceruledge.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #203,Main,203,969,Glimmet,Glimmet,,Glimmet,Rock,Poison,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Creepy white rocks | Container snacking,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island | Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Common | Common,Morning/Day/Evening/Night | Morning/Day/Evening/Night,Sun/Cloud/Rain | Sun/Cloud/Rain,"Creepy White Rocks - Stalagmites x1, Moss x4, Wooden Crate x1, Lantern x1 | Container Snacking - Barrel x1, Wooden Crate x1, Lantern x1, Plated Food x1",All day,All weather,Litter,Dark,"Stone stuff, Hard stuff, Garbage, Shiny stuff, Complicated stuff, Bitter flavors",No,Ore Pokémon,Befriend by building habitat: Creepy white rocks (Common); Container snacking (Common),https://www.serebii.net/pokemonpokopia/pokedex/glimmet.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #204,Main,204,970,Glimmora,Glimmora,,Glimmora,Rock,Poison,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Creepy white rocks | Container snacking,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island | Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Rare | Common,Morning/Day/Evening/Night | Morning/Day/Evening/Night,Sun/Cloud/Rain | Sun/Cloud/Rain,"Container Snacking - Barrel x1, Wooden Crate x1, Lantern x1, Plated Food x1 | Creepy White Rocks - Stalagmites x1, Moss x4, Wooden Crate x1, Lantern x1",All day,All weather,Litter,Dark,"Stone stuff, Hard stuff, Garbage, Shiny stuff, Complicated stuff, Bitter flavors",No,Ore Pokémon,Befriend by building habitat: Creepy white rocks (Rare); Container snacking (Common),https://www.serebii.net/pokemonpokopia/pokedex/glimmora.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #205,Main,205,999,Gimmighoul,Gimmighoul,,Gimmighoul,Ghost,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Mini museum,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Common,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Mini Museum - Post (any) x3, Pedestal / Exhibition Stand x1, Lost Relic (large) x1",All day,All weather,Collect,Dark,"Spooky stuff, Metal stuff, Strange stuff, Shiny stuff, Complicated stuff, Bitter flavors",No,Coin Chest Pokémon,Befriend by building habitat: Mini museum (Common),https://www.serebii.net/pokemonpokopia/pokedex/gimmighoul.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #206,Main,206,1000,Gholdengo,Gholdengo,,Gholdengo,Steel,Ghost,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Absolute luxury,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Rare,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Absolute Luxury - Luxury Bed x1, Lxury Sofa x1, Luxury Lamp x1, Luxury Table x1",All day,All weather,Collect,Bright,"Spooky stuff, Metal stuff, Strange stuff, Shiny stuff, Complicated stuff, Dry flavors",No,Coin Entity Pokémon,Befriend by building habitat: Absolute luxury (Rare),https://www.serebii.net/pokemonpokopia/pokedex/gholdengo.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #207,Main,207,37,Vulpix,Vulpix,,Vulpix,Fire,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Fluffy flower bed,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Common,Morning/Day/Evening/Night,Sun/Cloud/Rain,Fluffy Flower Bed - Skyland Flowers x4,All day,All weather,Burn,Warm,"Lots of fire, Soft stuff, Cute stuff, Round stuff, Pretty flowers, Bitter flavors",No,Fox Pokémon,Befriend by building habitat: Fluffy flower bed (Common),https://www.serebii.net/pokemonpokopia/pokedex/vulpix.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #208,Main,208,38,Ninetales,Ninetales,,Ninetales,Fire,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Fluffy flower bed | Nine flames,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island | Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Rare | Common,Morning/Day/Evening/Night | Morning/Day/Evening/Night,Sun/Cloud/Rain | Sun/Cloud/Rain,Nine Flames - Firepit x9 | Fluffy Flower Bed - Skyland Flowers x4,All day,All weather,Burn,Warm,"Lots of fire, Soft stuff, Watching stuff, Luxury, Pretty flowers, Dry flavors",No,Fox Pokémon,Befriend by building habitat: Fluffy flower bed (Rare); Nine flames (Common),https://www.serebii.net/pokemonpokopia/pokedex/ninetales.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #209,Main,209,60,Poliwag,Poliwag,,Poliwag,Water,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Squeaky clean,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Common,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Squeaky Clean - Bathtub x1, Cleaning Supplies x1",All day,All weather,Water,Humid,"Lots of water, Cleanliness, Round stuff, Rides, Spinning stuff, Sweet flavors",Underwater capable,Tadpole Pokémon,Befriend by building habitat: Squeaky clean (Common),https://www.serebii.net/pokemonpokopia/pokedex/poliwag.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #210,Main,210,61,Poliwhirl,Poliwhirl,,Poliwhirl,Water,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Hydrated fluffy flower bed,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Rare,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Hydrated Fluffy Flower Bed - Skyland Flowers x4, Water x2",All day,All weather,Water,Humid,"Lots of water, Cleanliness, Lots of nature, Exercise, Spinning stuff, Bitter flavors",Underwater capable,Tadpole Pokémon,Befriend by building habitat: Hydrated fluffy flower bed (Rare),https://www.serebii.net/pokemonpokopia/pokedex/poliwhirl.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #211,Main,211,62,Poliwrath,Poliwrath,,Poliwrath,Water,Fighting,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Sewer hole inspection | Dojo training,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island | Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island", | Common,Morning/Day/Evening/Night | Morning/Day/Evening/Night,Sun/Cloud/Rain | Sun/Cloud/Rain,"Dojo Training - Hanging Scroll x2, Strength Rock x2 | Sewer-hole Inspection - Iron Pipes x1, Sewer-hole Cover x1, Excavation Tools x1, Traffic Cone x1",All day,All weather,"Water, Build",Humid,"Lots of water, Cleanliness, Construction, Exercise, Group Activities, Spicy flavors",Underwater capable,Tadpole Pokémon,Befriend by building habitat: Sewer hole inspection; Dojo training (Common),https://www.serebii.net/pokemonpokopia/pokedex/poliwrath.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #212,Main,212,186,Politoed,Politoed,,Politoed,Water,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Hydrated graceful flower bed | Flower garden stump stage | Harmonious hot spring,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island | Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island | Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Rare | Rare | Common,Morning/Day/Evening/Night | Morning/Day/Evening/Night | Morning/Day/Evening/Night,Sun/Cloud/Rain | Sun/Cloud/Rain | Sun/Cloud/Rain,"Harmonious Hot Spring - Hot-spring Spot x1, Water basin x12, Hot-spring Water x2 | Flower Garden Stump Stage - Mountain Flowers x4. Tree Stump (any) x1, Mushroom Lamp x2 | Hydrated Graceful Flower Bed - Moutain Flowers x4, Water x2",All day,All weather,"Water, Hype",Humid,"Lots of water, Play spaces, Noisy stuff, Gatherings, Group Activities, Sour flavors",Underwater capable,Frog Pokémon,Befriend by building habitat: Hydrated graceful flower bed (Rare); Flower garden stump stage (Rare); Harmonious hot spring (Common),https://www.serebii.net/pokemonpokopia/pokedex/politoed.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #213,Main,213,63,Abra,Abra,,Abra,Psychic,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Surging psychic power | Fortune-teller's table,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island | Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Common | Common,Morning/Day/Evening/Night | Morning/Day/Evening/Night,Sun/Cloud/Rain | Sun/Cloud/Rain,"Fortune-teller's Table - Seat (any) x1, Table (any) x1, Crystal Ball x1 | Surging Psychic Power - Simple Cushion x1, Crystal Ball x1",All day,All weather,Teleport,Dark,"Strange stuff, Wobbly stuff, Metal stuff, Soft stuff, Watching stuff, Dry flavors",No,Psi Pokémon,Befriend by building habitat: Surging psychic power (Common); Fortune-teller's table (Common),https://www.serebii.net/pokemonpokopia/pokedex/abra.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #214,Main,214,64,Kadabra,Kadabra,,Kadabra,Psychic,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Fortune-teller's table,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Rare,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Fortune-teller's Table - Seat (any) x1, Table (any) x1, Crystal Ball x1",All day,All weather,Teleport,Dark,"Strange stuff, Wobbly stuff, Metal stuff, Containers, Watching stuff, Dry flavors",No,Psi Pokémon,Befriend by building habitat: Fortune-teller's table (Rare),https://www.serebii.net/pokemonpokopia/pokedex/kadabra.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #215,Main,215,65,Alakazam,Alakazam,,Alakazam,Psychic,,Sparkling Skylands; Cloud Island,Surging psychic power | Experiment Space,"Sparkling Skylands, Cloud Island | Sparkling Skylands, Cloud Island",Rare | Common,Morning/Day/Evening/Night | Morning/Day/Evening/Night,Sun/Cloud/Rain | Sun/Cloud/Rain,"Experiment Space - Science Experiment x1, Microscope x1, Papers x1 | Surging Psychic Power - Simple Cushion x1, Crystal Ball x1",All day,All weather,"Teleport, Trade",Dark,"Strange stuff, Wobbly stuff, Metal stuff, Letters and words, Watching stuff, Bitter flavors",No,Psi Pokémon,Befriend by building habitat: Surging psychic power (Rare); Experiment Space (Common),https://www.serebii.net/pokemonpokopia/pokedex/alakazam.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #216,Main,216,439,Mime Jr.,Mime Jr.,,Mime Jr.,Psychic,Fairy,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Spotless Washing station | Public reading material,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island | Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Common | Common,Morning/Day/Evening/Night | Morning/Day/Evening/Night,Sun/Cloud/Rain | Sun/Cloud/Rain,"Spotless Washing Station - Towel Rack x1, Wall Mirror x1, Sink x1 | Public Reading Material - Magazine Rack x1, Newspaper x1",All day,All weather,Gather,Bright,"Strange stuff, Cute stuff, Rides, Play spaces, Colorful stuff, Sweet flavors",No,Mime Pokémon,Befriend by building habitat: Spotless Washing station (Common); Public reading material (Common),https://www.serebii.net/pokemonpokopia/pokedex/mimejr..shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #217,Main,217,122,Mr. Mime,Mr. Mime,,Mr. Mime,Psychic,Fairy,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Spotless Washing station,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Common,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Spotless Washing Station - Towel Rack x1, Wall Mirror x1, Sink x1",All day,All weather,"Gather, Build",Bright,"Strange stuff, Cute stuff, Rides, Wobbly stuff, Watching stuff, Bitter flavors",No,Barrier Pokémon,Befriend by building habitat: Spotless Washing station (Common),https://www.serebii.net/pokemonpokopia/pokedex/mr.mime.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #218,Main,218,137,Porygon,Porygon,,Porygon,Normal,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Researcher's desk,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Common,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Work Desk - Office Desk x1, Mug x1, Laptop x1, Office Chair x1",All day,All weather,Recycle,Bright,"Soft stuff, Strange stuff, Blocky stuff, Construction, Colorful stuff, Bitter flavors",No,Virtual Pokémon,Befriend by building habitat: Researcher's desk (Common),https://www.serebii.net/pokemonpokopia/pokedex/porygon.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #219,Main,219,233,Porygon2,Porygon2,,Porygon2,Normal,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Work desk,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Rare,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Work Desk - Office Desk x1, Mug x1, Laptop x1, Office Chair x1",All day,All weather,Recycle,Bright,"Soft stuff, Strange stuff, Round stuff, Construction, Colorful stuff, Sour flavors",No,Virtual Pokémon,Befriend by building habitat: Work desk (Rare),https://www.serebii.net/pokemonpokopia/pokedex/porygon2.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #220,Main,220,474,Porygon-Z,Porygon-Z,,Porygon-Z,Normal,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Game Corner battle zone,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Rare,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Game Corner Battle Zone - Arcade Machine x2, Seat (any) x2",All day,All weather,Rarify,Bright,"Soft stuff, Strange stuff, Fabric, Watching stuff, Colorful stuff, Dry flavors",No,Virtual Pokémon,Befriend by building habitat: Game Corner battle zone (Rare),https://www.serebii.net/pokemonpokopia/pokedex/porygon-z.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #221,Main,221,147,Dratini,Dratini,,Dratini,Dragon,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Hydrated fluffy flower bed | Simple bathroom,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island | Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Common | Common,Morning/Day/Evening/Night | Morning/Day/Evening/Night,Sun/Cloud/Rain | Sun/Cloud/Rain,"Hydrated Fluffy Flower Bed - Skyland Flowers x4, Water x2 | Simple Bathroom - Shower x1, Bathtub x1",All day,All weather,Water,Humid,"Lots of water, Lots of fire, Cleanliness, Cute stuff, Slender objects, Sweet flavors",Underwater capable,Dragon Pokémon,Befriend by building habitat: Hydrated fluffy flower bed (Common); Simple bathroom (Common),https://www.serebii.net/pokemonpokopia/pokedex/dratini.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
